"id","name","codeKLADR","isTerminal"
"0x810ee61f132874ef11e105ef5c938529","Хурба&nbsp;с&nbsp;(Хабаровский&nbsp;край)","2701000003300000000000000","0"
"0x810ee61f132874ef11e105ef5c93852a","Эльбан&nbsp;рп&nbsp;(Хабаровский&nbsp;край)","2700200002800000000000000","0"
"0x810ee61f132874ef11e105ef5c93852b","Солнечный&nbsp;рп&nbsp;(Хабаровский&nbsp;край)","2701500000100000000000000","0"
"0x810ee61f132874ef11e105ef5c93852c","Хурмули&nbsp;п&nbsp;(Хабаровский&nbsp;край)","2701500001800000000000000","0"
"0x810ee61f132874ef11e105ef5c93852d","Вяземский&nbsp;г&nbsp;(Хабаровский&nbsp;край)","2700700100000000000000000","0"
"0x810ee61f132874ef11e105ef5c93852e","Райчихинск&nbsp;г&nbsp;(Амурская&nbsp;обл.)","2800000200000000000000000","0"
"0x810ee61f132874ef11e105ef5c93852f","Артем&nbsp;г&nbsp;(Приморский&nbsp;край)","2500000300000000000000000","0"
"0x8148e61f132874ef11e28adb77434211","Морки&nbsp;пгт&nbsp;(Респ.&nbsp;Марий&nbsp;Эл)","1200900000100000000000000","0"
"0x81d172efcf9ecdf7419b230c662bf49c","Армянск&nbsp;г&nbsp;(Респ.&nbsp;Крым)","9100000200000000000000000","0"
"0x81e100112fdd658311da55b5652db3ad","Александровское&nbsp;с&nbsp;(Ставропольский&nbsp;край)","2600200000100000000000000","0"
"0x81e100112fdd658311da55b5652db3ae","Алексеевка&nbsp;г&nbsp;(Белгородская&nbsp;обл.)","3100200100000000000000000","0"
"0x81e100112fdd658311da55b5652db3b0","Алексин&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7100200100000000000000000","0"
"0x81e100112fdd658311da55b5652db3b2","Альметьевск&nbsp;г&nbsp;(Респ.&nbsp;Татарстан)","1600800100000000000000000","1"
"0x81e100112fdd658311da55b5652db3b4","Анна&nbsp;пгт&nbsp;(Воронежская&nbsp;обл.)","3600200000100000000000000","0"
"0x81e100112fdd658311da55b5652db3b7","Апрелевка&nbsp;г&nbsp;(Московская&nbsp;обл.)","5002000200000000000000000","0"
"0x81e100112fdd658311da55b5652db3b8","Апшеронск&nbsp;г&nbsp;(Краснодарский&nbsp;край)","2300400100000000000000000","0"
"0x81e100112fdd658311da55b5652db3bc","Архангельское&nbsp;с&nbsp;(Тульская&nbsp;обл.)","7101600000900000000000000","0"
"0x81e100112fdd658311da55b5652db3bd","Аткарск&nbsp;г&nbsp;(Саратовская&nbsp;обл.)","6400000300000000000000000","0"
"0x81e100112fdd658311da55b5652db3bf","Афипский&nbsp;пгт&nbsp;(Краснодарский&nbsp;край)","2302900000700000000000000","0"
"0x81e100112fdd658311da55b5652db3c0","Бабаево&nbsp;г&nbsp;(Вологодская&nbsp;обл.)","3500200100000000000000000","0"
"0x81e100112fdd658311da55b5652db3c2","Багаевская&nbsp;ст-ца&nbsp;(Ростовская&nbsp;обл.)","6100400000100000000000000","0"
"0x81e100112fdd658311da55b5652db3c3","Баймак&nbsp;г&nbsp;(Респ.&nbsp;Башкортостан)","200600100000000000000000","0"
"0x81e100112fdd658311da55b5652db3c4","Балабаново&nbsp;г&nbsp;(Калужская&nbsp;обл.)","4000400200000000000000000","0"
"0x81e100112fdd658311da55b5652db3c5","Балашиха&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000003600000000000000000","1"
"0x81e100112fdd658311da55b5652db3c6","Балашов&nbsp;г&nbsp;(Саратовская&nbsp;обл.)","6400000500000000000000000","0"
"0x81e100112fdd658311da55b5652db3c8","Безенчук&nbsp;пгт&nbsp;(Самарская&nbsp;обл.)","6300300000100000000000000","0"
"0x81e100112fdd658311da55b5652db3ca","Белая&nbsp;Глина&nbsp;с&nbsp;(Краснодарский&nbsp;край)","2300500000100000000000000","0"
"0x81e100112fdd658311da55b5652db3cb","Белая&nbsp;Калитва&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6100500100000000000000000","0"
"0x81e100112fdd658311da55b5652db3cc","Белебей&nbsp;г&nbsp;(Респ.&nbsp;Башкортостан)","200900100000000000000000","0"
"0x81e100112fdd658311da55b5652db3cd","Белев&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7100400100000000000000000","0"
"0x81e100112fdd658311da55b5652db3cf","Белорецк&nbsp;г&nbsp;(Респ.&nbsp;Башкортостан)","201100100000000000000000","1"
"0x81e100112fdd658311da55b5652db3d0","Белореченск&nbsp;г&nbsp;(Краснодарский&nbsp;край)","2300600100000000000000000","0"
"0x81e100112fdd658311da55b5652db3d3","Белые&nbsp;Столбы&nbsp;мкр&nbsp;(Московская&nbsp;обл.)","5000000101900000000000000","0"
"0x81e100112fdd658311da55b5652db3d4","Бирск&nbsp;г&nbsp;(Респ.&nbsp;Башкортостан)","201300100000000000000000","0"
"0x81e100112fdd658311da55b5652db3d5","Благодарный&nbsp;г&nbsp;(Ставропольский&nbsp;край)","2600600100000000000000000","0"
"0x81e100112fdd658311da55b5652db3d6","Бобров&nbsp;г&nbsp;(Воронежская&nbsp;обл.)","3600300100000000000000000","0"
"0x81e100112fdd658311da55b5652db3d7","Богородицк&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7100500100000000000000000","0"
"0x81e100112fdd658311da55b5652db3d8","Богородск&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5200500100000000000000000","0"
"0x81e100112fdd658311da55b5652db3da","Бокситогорск&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700200100000000000000000","0"
"0x81e100112fdd658311da55b5652db3db","Болхов&nbsp;г&nbsp;(Орловская&nbsp;обл.)","5700200100000000000000000","0"
"0x81e100112fdd658311da55b5652db3de","Бор&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5200000500000000000000000","0"
"0x81e100112fdd658311da55b5652db3df","Борисовка&nbsp;с&nbsp;(Белгородская&nbsp;обл.)","3102000002000000000000000","0"
"0x81e100112fdd658311da55b5652db3e1","Борисоглебск&nbsp;г&nbsp;(Воронежская&nbsp;обл.)","3600500100000000000000000","1"
"0x81e100112fdd658311da55b5652db3e2","Боровск&nbsp;г&nbsp;(Калужская&nbsp;обл.)","4000400100000000000000000","0"
"0x81e100112fdd658311da55b5652db3e4","Бронницы&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000000200000000000000000","0"
"0x81e100112fdd658311da55b5652db3e5","Брюховецкая&nbsp;ст-ца&nbsp;(Краснодарский&nbsp;край)","2300700000100000000000000","0"
"0x81e100112fdd658311da55b5652db3e6","Бугульма&nbsp;г&nbsp;(Респ.&nbsp;Татарстан)","1601400100000000000000000","0"
"0x81e100112fdd658311da55b5652db3e7","Бугуруслан&nbsp;г&nbsp;(Оренбургская&nbsp;обл.)","5600000500000000000000000","0"
"0x81e100112fdd658311da55b5652db3e8","Бутурлиновка&nbsp;г&nbsp;(Воронежская&nbsp;обл.)","3600600100000000000000000","0"
"0x81e100112fdd658311da55b5652db3ea","Валуйки&nbsp;г&nbsp;(Белгородская&nbsp;обл.)","3100400100000000000000000","0"
"0x81e100112fdd658311da55b5652db3eb","Вейделевка&nbsp;п&nbsp;(Белгородская&nbsp;обл.)","3100500000100000000000000","0"
"0x81e100112fdd658311da55b5652db3ec","Вельск&nbsp;г&nbsp;(Архангельская&nbsp;обл.)","2900200100000000000000000","0"
"0x81e100112fdd658311da55b5652db3ed","Венев&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7100600100000000000000000","0"
"0x81e100112fdd658311da55b5652db3ef","Верея&nbsp;г&nbsp;(Московская&nbsp;обл.)","5002000300000000000000000","0"
"0x81e100112fdd658311da55b5652db3f1","Веселое&nbsp;с&nbsp;(Краснодарский&nbsp;край)","2300000714300000000000000","0"
"0x81e100112fdd658311da55b5652db3f3","Ветлуга&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5201300100000000000000000","0"
"0x81e100112fdd658311da55b5652db3f4","Вешки&nbsp;п&nbsp;(Московская&nbsp;обл.)","5000004406100000000000000","0"
"0x81e100112fdd658311da55b5652db3f5","Видное&nbsp;г&nbsp;(Московская&nbsp;обл.)","5001400100000000000000000","0"
"0x81e100112fdd658311da55b5652db3f6","Витязево&nbsp;с&nbsp;(Краснодарский&nbsp;край)","2300300100300000000000000","0"
"0x81e100112fdd658311da55b5652db3f7","Внуково&nbsp;п&nbsp;(г.&nbsp;Москва)","7700000000200000000000000","0"
"0x81e100112fdd658311da55b5652db3fb","Волна&nbsp;п&nbsp;(Краснодарский&nbsp;край)","2303300001000000000000000","0"
"0x81e100112fdd658311da55b5652db3fc","Волово&nbsp;п&nbsp;(Тульская&nbsp;обл.)","7100700000100000000000000","0"
"0x81e100112fdd658311da55b5652db3fd","Волоколамск&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000300100000000000000000","0"
"0x81e100112fdd658311da55b5652db3fe","Волоконовка&nbsp;п&nbsp;(Белгородская&nbsp;обл.)","3100600000100000000000000","0"
"0x81e100112fdd658311da55b5652db3ff","Волосово&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700300100000000000000000","0"
"0x81e100112fdd658311da55b5652db400","Воскресенск&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000400100000000000000000","1"
"0x81e100112fdd658311da55b5652db403","Вохтога&nbsp;пгт&nbsp;(Вологодская&nbsp;обл.)","3501000000600000000000000","0"
"0x81e100112fdd658311da55b5652db404","Всеволожск&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700500100000000000000000","1"
"0x81e100112fdd658311da55b5652db405","Выкса&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5200000700000000000000000","0"
"0x81e100112fdd658311da55b5652db407","Выселки&nbsp;ст-ца&nbsp;(Краснодарский&nbsp;край)","2300800000100000000000000","0"
"0x81e100112fdd658311da55b5652db409","Гагарин&nbsp;г&nbsp;(Смоленская&nbsp;обл.)","6700400100000000000000000","0"
"0x81e100112fdd658311da55b5652db40a","Гатчина&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700700100000000000000000","1"
"0x81e100112fdd658311da55b5652db40c","Георгиевск&nbsp;г&nbsp;(Ставропольский&nbsp;край)","2600000900000000000000000","0"
"0x81e100112fdd658311da55b5652db40e","Глазуновка&nbsp;пгт&nbsp;(Орловская&nbsp;обл.)","5700400000100000000000000","0"
"0x81e100112fdd658311da55b5652db40f","Голицыно&nbsp;г&nbsp;(Московская&nbsp;обл.)","5002200300000000000000000","0"
"0x81e100112fdd658311da55b5652db411","Горелово&nbsp;пгт&nbsp;(Ленинградская&nbsp;обл.)","4701200011700000000000000","1"
"0x81e100112fdd658311da55b5652db413","Городец&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5202000100000000000000000","0"
"0x81e100112fdd658311da55b5652db414","Горячий&nbsp;Ключ&nbsp;г&nbsp;(Краснодарский&nbsp;край)","2300000400000000000000000","0"
"0x81e100112fdd658311da55b5652db415","Грайворон&nbsp;г&nbsp;(Белгородская&nbsp;обл.)","3100700100000000000000000","0"
"0x81e100112fdd658311da55b5652db416","Грибановский&nbsp;пгт&nbsp;(Воронежская&nbsp;обл.)","3601000000100000000000000","0"
"0x81e100112fdd658311da55b5652db417","Грязи&nbsp;г&nbsp;(Липецкая&nbsp;обл.)","4800300100000000000000000","0"
"0x81e100112fdd658311da55b5652db418","Грязовец&nbsp;г&nbsp;(Вологодская&nbsp;обл.)","3501000100000000000000000","0"
"0x81e100112fdd658311da55b5652db419","Гуково&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6100000500000000000000000","0"
"0x81e100112fdd658311da55b5652db41a","Гусь-Хрустальный&nbsp;г&nbsp;(Владимирская&nbsp;обл.)","3300000300000000000000000","0"
"0x81e100112fdd658311da55b5652db41b","Данилов&nbsp;г&nbsp;(Ярославская&nbsp;обл.)","7600600100000000000000000","0"
"0x81e100112fdd658311da55b5652db41d","Данков&nbsp;г&nbsp;(Липецкая&nbsp;обл.)","4800400100000000000000000","0"
"0x81e100112fdd658311da55b5652db41f","Дедовск&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000900200000000000000000","0"
"0x81e100112fdd658311da55b5652db420","Дзержинский&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000002300000000000000000","0"
"0x81e100112fdd658311da55b5652db421","Динская&nbsp;ст-ца&nbsp;(Краснодарский&nbsp;край)","2301000000100000000000000","0"
"0x81e100112fdd658311da55b5652db422","Дмитров&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000500100000000000000000","1"
"0x81e100112fdd658311da55b5652db423","Дмитровск&nbsp;г&nbsp;(Орловская&nbsp;обл.)","5700500100000000000000000","0"
"0x81e100112fdd658311da55b5652db424","Долгопрудный&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000002900000000000000000","0"
"0x81e100112fdd658311da55b5652db425","Домодедово&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000000100000000000000000","1"
"0x81e100112fdd658311da55b5652db426","Донецк&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6100000600000000000000000","0"
"0x81e100112fdd658311da55b5652db427","Дорохово&nbsp;п&nbsp;(Московская&nbsp;обл.)","5002900007500000000000000","0"
"0x81e100112fdd658311da55b5652db429","Дубна&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000000300000000000000000","0"
"0x81e100112fdd658311da55b5652db42a","Дубна&nbsp;п&nbsp;(Тульская&nbsp;обл.)","7100900000100000000000000","0"
"0x81e100112fdd658311da55b5652db42b","Дятьково&nbsp;г&nbsp;(Брянская&nbsp;обл.)","3200600100000000000000000","0"
"0x81e100112fdd658311da55b5652db42c","Егорлыкская&nbsp;ст-ца&nbsp;(Ростовская&nbsp;обл.)","6101100000100000000000000","0"
"0x81e100112fdd658311da55b5652db42d","Егорьевск&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000003900000000000000000","0"
"0x81e100112fdd658311da55b5652db42e","Елань-Колено&nbsp;с&nbsp;(Воронежская&nbsp;обл.)","3601800002200000000000000","0"
"0x81e100112fdd658311da55b5652db42f","Елец&nbsp;г&nbsp;(Липецкая&nbsp;обл.)","4800000200000000000000000","0"
"0x81e100112fdd658311da55b5652db430","Ефремов&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7101000100000000000000000","0"
"0x81e100112fdd658311da55b5652db432","Железногорск&nbsp;г&nbsp;(Курская&nbsp;обл.)","4600000300000000000000000","0"
"0x81e100112fdd658311da55b5652db434","Железнодорожный&nbsp;мкр&nbsp;(Московская&nbsp;обл.)","5000003605200000000000000","1"
"0x81e100112fdd658311da55b5652db437","Залегощь&nbsp;пгт&nbsp;(Орловская&nbsp;обл.)","5700700000100000000000000","0"
"0x81e100112fdd658311da55b5652db438","Заокский&nbsp;рп&nbsp;(Тульская&nbsp;обл.)","7101100000100000000000000","0"
"0x81e100112fdd658311da55b5652db43a","Зеленогорск&nbsp;г&nbsp;(г.&nbsp;Санкт-Петербург)","7800000200000000000000000","0"
"0x81e100112fdd658311da55b5652db43b","Зеленокумск&nbsp;г&nbsp;(Ставропольский&nbsp;край)","2602300100000000000000000","0"
"0x81e100112fdd658311da55b5652db43c","Зерноград&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6101300100000000000000000","0"
"0x81e100112fdd658311da55b5652db43d","Зимовники&nbsp;п&nbsp;(Ростовская&nbsp;обл.)","6101400000100000000000000","0"
"0x81e100112fdd658311da55b5652db43e","Змиевка&nbsp;пгт&nbsp;(Орловская&nbsp;обл.)","5701900000100000000000000","0"
"0x81e100112fdd658311da55b5652db440","Ивангород&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700801100000000000000000","0"
"0x81e100112fdd658311da55b5652db443","Ивня&nbsp;рп&nbsp;(Белгородская&nbsp;обл.)","3100900000100000000000000","0"
"0x81e100112fdd658311da55b5652db444","Изобильный&nbsp;г&nbsp;(Ставропольский&nbsp;край)","2601000100000000000000000","0"
"0x81e100112fdd658311da55b5652db445","Икша&nbsp;рп&nbsp;(Московская&nbsp;обл.)","5000500016900000000000000","0"
"0x81e100112fdd658311da55b5652db446","Иловля&nbsp;рп&nbsp;(Волгоградская&nbsp;обл.)","3400900000100000000000000","0"
"0x81e100112fdd658311da55b5652db447","Ильский&nbsp;пгт&nbsp;(Краснодарский&nbsp;край)","2302900001700000000000000","0"
"0x81e100112fdd658311da55b5652db449","Ипатово&nbsp;г&nbsp;(Ставропольский&nbsp;край)","2601100100000000000000000","0"
"0x81e100112fdd658311da55b5652db44a","Истра&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000900100000000000000000","0"
"0x81e100112fdd658311da55b5652db44b","Кагальницкая&nbsp;ст-ца&nbsp;(Ростовская&nbsp;обл.)","6101500000100000000000000","0"
"0x81e100112fdd658311da55b5652db44c","Кадников&nbsp;г&nbsp;(Вологодская&nbsp;обл.)","3501700200000000000000000","0"
"0x81e100112fdd658311da55b5652db44d","Кадуй&nbsp;рп&nbsp;(Вологодская&nbsp;обл.)","3501100000100000000000000","0"
"0x81e100112fdd658311da55b5652db44e","Калач&nbsp;г&nbsp;(Воронежская&nbsp;обл.)","3601100100000000000000000","0"
"0x81e100112fdd658311da55b5652db44f","Калач-на-Дону&nbsp;г&nbsp;(Волгоградская&nbsp;обл.)","3401000100000000000000000","0"
"0x81e100112fdd658311da55b5652db450","Калининск&nbsp;г&nbsp;(Саратовская&nbsp;обл.)","6401600100000000000000000","0"
"0x81e100112fdd658311da55b5652db451","Калининская&nbsp;ст-ца&nbsp;(Краснодарский&nbsp;край)","2301300000100000000000000","0"
"0x81e100112fdd658311da55b5652db454","Каменка&nbsp;пгт&nbsp;(Воронежская&nbsp;обл.)","3601200000100000000000000","0"
"0x81e100112fdd658311da55b5652db455","Каменногорск&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700600300000000000000000","0"
"0x81e100112fdd658311da55b5652db457","Каменск-Шахтинский&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6100000800000000000000000","1"
"0x81e100112fdd658311da55b5652db458","Каневская&nbsp;ст-ца&nbsp;(Краснодарский&nbsp;край)","2301400000100000000000000","0"
"0x81e100112fdd658311da55b5652db459","Карачаевск&nbsp;г&nbsp;(Респ.&nbsp;Карачаево-Черкесская)","900000200000000000000000","0"
"0x81e100112fdd658311da55b5652db45a","Карачев&nbsp;г&nbsp;(Брянская&nbsp;обл.)","3201000100000000000000000","0"
"0x81e100112fdd658311da55b5652db45c","Кашира&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000003800000000000000000","0"
"0x81e100112fdd658311da55b5652db45d","Кимовск&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7101300100000000000000000","0"
"0x81e100112fdd658311da55b5652db45e","Кимры&nbsp;г&nbsp;(Тверская&nbsp;обл.)","6900000500000000000000000","0"
"0x81e100112fdd658311da55b5652db45f","Кингисепп&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700800100000000000000000","0"
"0x81e100112fdd658311da55b5652db460","Кинель&nbsp;г&nbsp;(Самарская&nbsp;обл.)","6300001000000000000000000","0"
"0x81e100112fdd658311da55b5652db461","Кинель-Черкассы&nbsp;с&nbsp;(Самарская&nbsp;обл.)","6301100000100000000000000","0"
"0x81e100112fdd658311da55b5652db462","Кинешма&nbsp;г&nbsp;(Ивановская&nbsp;обл.)","3700000200000000000000000","0"
"0x81e100112fdd658311da55b5652db464","Киреевск&nbsp;г&nbsp;(Тульская&nbsp;обл.)","7101400100000000000000000","0"
"0x81e100112fdd658311da55b5652db465","Киржач&nbsp;г&nbsp;(Владимирская&nbsp;обл.)","3300700100000000000000000","0"
"0x81e100112fdd658311da55b5652db467","Кириши&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700900100000000000000000","0"
"0x81e100112fdd658311da55b5652db468","Кировск&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4701000100000000000000000","0"
"0x81e100112fdd658311da55b5652db469","Кирпичное&nbsp;с&nbsp;(Краснодарский&nbsp;край)","2303600003000000000000000","0"
"0x81e100112fdd658311da55b5652db46e","Клин&nbsp;г&nbsp;(Московская&nbsp;обл.)","5001100100000000000000000","1"
"0x81e100112fdd658311da55b5652db46f","Клинцы&nbsp;г&nbsp;(Брянская&nbsp;обл.)","3200000300000000000000000","1"
"0x81e100112fdd658311da55b5652db470","Клязьма&nbsp;мкр&nbsp;(Московская&nbsp;обл.)","5000003000700000000000000","0"
"0x81e100112fdd658311da55b5652db471","Княгинино&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5202300100000000000000000","0"
"0x81e100112fdd658311da55b5652db472","Ковров&nbsp;г&nbsp;(Владимирская&nbsp;обл.)","3300000400000000000000000","1"
"0x81e100112fdd658311da55b5652db473","Козельск&nbsp;г&nbsp;(Калужская&nbsp;обл.)","4001200100000000000000000","0"
"0x81e100112fdd658311da55b5652db475","Коломна&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000002700000000000000000","1"
"0x81e100112fdd658311da55b5652db476","Колпино&nbsp;г&nbsp;(г.&nbsp;Санкт-Петербург)","7800000300000000000000000","1"
"0x81e100112fdd658311da55b5652db477","Колпна&nbsp;пгт&nbsp;(Орловская&nbsp;обл.)","5700900000100000000000000","0"
"0x81e100112fdd658311da55b5652db478","Коммунар&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4700700200000000000000000","0"
"0x81e100112fdd658311da55b5652db479","Конаково&nbsp;г&nbsp;(Тверская&nbsp;обл.)","6901500100000000000000000","0"
"0x81e100112fdd658311da55b5652db47a","Кондрово&nbsp;г&nbsp;(Калужская&nbsp;обл.)","4000600100000000000000000","0"
"0x81e100112fdd658311da55b5652db47b","Константиновск&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6101800100000000000000000","0"
"0x81e100112fdd658311da55b5652db47d","Кореновск&nbsp;г&nbsp;(Краснодарский&nbsp;край)","2301500100000000000000000","0"
"0x81e100112fdd658311da55b5652db47e","Королев&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000000900000000000000000","0"
"0x81e100112fdd658311da55b5652db47f","Короча&nbsp;г&nbsp;(Белгородская&nbsp;обл.)","3101000100000000000000000","0"
"0x81e100112fdd658311da55b5652db480","Котельники&nbsp;г&nbsp;(Московская&nbsp;обл.)","5000003200000000000000000","0"
"0x81e100112fdd658311da55b5652db481","Красиво&nbsp;х&nbsp;(Белгородская&nbsp;обл.)","3100300001900000000000000","0"
"0x81e100112fdd658311da55b5652db484","Красная&nbsp;Поляна&nbsp;пгт&nbsp;(Краснодарский&nbsp;край)","2300000714700000000000000","0"
"0x81e100112fdd658311da55b5652db485","Красная&nbsp;Яруга&nbsp;п&nbsp;(Белгородская&nbsp;обл.)","3101300000100000000000000","0"
"0x81e100112fdd658311da55b5652db486","Бирюч&nbsp;г&nbsp;(Белгородская&nbsp;обл.)","3101200100000000000000000","0"
"0x81e100112fdd658311da55b5652db487","Красногорск&nbsp;г&nbsp;(Московская&nbsp;обл.)","5001300100000000000000000","1"
"0x81e100112fdd658311da55b5652db488","Красное&nbsp;с&nbsp;(Белгородская&nbsp;обл.)","3101100000100000000000000","0"
"0x81e100112fdd658311da55b5652db489","Краснозаводск&nbsp;г&nbsp;(Московская&nbsp;обл.)","5003000200000000000000000","0"
"0x81e100112fdd658311da55b5652db48b","Красный&nbsp;Сулин&nbsp;г&nbsp;(Ростовская&nbsp;обл.)","6101900100000000000000000","0"
"0x81e100112fdd658311da55b5652db48c","Красный&nbsp;Яр&nbsp;с&nbsp;(Самарская&nbsp;обл.)","6301600000100000000000000","0"
"0x81e100112fdd658311da55b5652db48d","Кромы&nbsp;пгт&nbsp;(Орловская&nbsp;обл.)","5701200000100000000000000","0"
"0x81e100112fdd658311da55b5652db48e","Кронштадт&nbsp;г&nbsp;(г.&nbsp;Санкт-Петербург)","7800000500000000000000000","0"
"0x81e100112fdd658311da55b5652db491","Кстово&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5202700100000000000000000","0"
"0x81e100112fdd658311da55b5652db492","Кубинка&nbsp;г&nbsp;(Московская&nbsp;обл.)","5002200400000000000000000","0"
"0x81e100112fdd658311da55b5652db493","Кулебаки&nbsp;г&nbsp;(Нижегородская&nbsp;обл.)","5200001000000000000000000","0"
"0x81e100112fdd658311da55b5652db494","Кумертау&nbsp;г&nbsp;(Респ.&nbsp;Башкортостан)","200000700000000000000000","1"
"0x81e100112fdd658311da55b5652db496","Курганинск&nbsp;г&nbsp;(Краснодарский&nbsp;край)","2301900100000000000000000","0"
"0x81e100112fdd658311da55b5652db497","Куркино&nbsp;рп&nbsp;(Тульская&nbsp;обл.)","7101500000100000000000000","0"
"0x81e100112fdd658311da55b5652db498","Курчатов&nbsp;г&nbsp;(Курская&nbsp;обл.)","4600000200000000000000000","0"
"0x81e100112fdd658311da55b5652db499","Кущевская&nbsp;ст-ца&nbsp;(Краснодарский&nbsp;край)","2302000000100000000000000","0"
"0x81e100112fdd658311da55b5652db49a","Лабинск&nbsp;г&nbsp;(Краснодарский&nbsp;край)","2302100100000000000000000","0"
"0x81e100112fdd658311da55b5652db49b","Лебедянь&nbsp;г&nbsp;(Липецкая&nbsp;обл.)","4801200100000000000000000","0"
"0x81e100112fdd658311da55b5652db49d","Ливны&nbsp;г&nbsp;(Орловская&nbsp;обл.)","5700000200000000000000000","1"
"0x81e100112fdd658311da55b5652db49f","Лиски&nbsp;г&nbsp;(Воронежская&nbsp;обл.)","3601500100000000000000000","0"
"0x81e100112fdd658311da55b5652db4a2","Лодейное&nbsp;Поле&nbsp;г&nbsp;(Ленинградская&nbsp;обл.)","4701100100000000000000000","0"
